taxon,precision-native_rf,recall-native_rf,f1-native_rf,precision-mobilenet_pca50_rf,recall-mobilenet_pca50_rf,f1-mobilenet_pca50_rf,precision-mobilenet600,recall-mobilenet600,f1-mobilenet600,precision-effnetv2s,recall-effnetv2s,f1-effnetv2s,grouped
Tintinnid,0.5961538461538461,0.484375,0.5344827586206896,0.8620689655172413,0.78125,0.8196721311475409,0.7910447761194029,0.828125,0.8091603053435115,0.9032258064516129,0.875,0.8888888888888888,other_Ciliophora
Tontonia,0.8260869565217391,0.5588235294117647,0.6666666666666667,0.8235294117647058,0.8235294117647058,0.8235294117647058,0.62,0.9117647058823529,0.7380952380952381,0.4722222222222222,1.0,0.6415094339622641,other_Ciliophora
amoeba,0.0,0.0,0.0,0.6875,0.4074074074074074,0.5116279069767441,0.3220338983050847,0.7037037037037037,0.441860465116279,0.3384615384615385,0.8148148148148148,0.4782608695652174,Flagellates
bad,0.9601293103448276,0.969532100108814,0.9648077964266378,0.9836779107725789,0.9836779107725789,0.9836779107725789,0.9469302809573361,0.9902067464635473,0.9680851063829787,0.9558823529411765,0.9902067464635473,0.9727418492784607,bad
detritus,0.6932953637090328,0.5248090159594584,0.5973998019716733,0.8765776287533437,0.8799258755010967,0.878248560913466,0.8585127489161585,0.8837077376900385,0.870928065598211,0.8842432619212163,0.871000680735194,0.8775720164609053,detritus
diatom_flagellate,0.0,0.0,0.0,0.5833333333333334,0.25,0.35000000000000003,0.3382352941176471,0.4107142857142857,0.3709677419354839,0.5,0.3392857142857143,0.4042553191489362,other_diatom
dino30,0.6567498400511836,0.5761998316025821,0.6138436238600689,0.7555066079295154,0.7701375245579568,0.7627519110493397,0.6506803479812625,0.8186921133875947,0.72508078548347,0.6938922155688623,0.8130788661240528,0.7487722925820626,other_Dinoflagellates
flagellate_sp3,0.38823529411764707,0.12941176470588237,0.19411764705882353,0.6568047337278107,0.8705882352941177,0.7487352445193929,0.6025316455696202,0.9333333333333333,0.7323076923076923,0.5570776255707762,0.9568627450980393,0.7041847041847041,Flagellates
kiteflagellates,0.22857142857142856,0.18604651162790697,0.20512820512820512,0.9069767441860465,0.9069767441860465,0.9069767441860465,0.75,0.9767441860465116,0.8484848484848485,0.851063829787234,0.9302325581395349,0.888888888888889,Flagellates
other_diatom,0.0,0.0,0.0,1.0,0.21428571428571427,0.35294117647058826,0.4,0.7142857142857143,0.5128205128205129,0.7142857142857143,0.7142857142857143,0.7142857142857143,other_diatom
other_dino,0.8,0.19047619047619047,0.3076923076923077,0.65,0.6190476190476191,0.6341463414634146,0.34782608695652173,0.7619047619047619,0.4776119402985074,0.4358974358974359,0.8095238095238095,0.5666666666666667,other_Dinoflagellates
other_interaction,0.64,0.06451612903225806,0.1172161172161172,0.5488721804511278,0.29435483870967744,0.38320209973753283,0.422680412371134,0.33064516129032256,0.3710407239819004,0.41729323308270677,0.4475806451612903,0.43190661478599224,other_interaction
other_living,0.9250987599096744,0.9718499646142958,0.9478982594097898,0.9781543082197602,0.9772682236376504,0.977711065167521,0.9843213318786116,0.9653956121726822,0.9747666169316344,0.9833907847868552,0.9691096956829441,0.9761980124613259,other_living
other_living_elongated,0.4712671905697446,0.42825262218254856,0.44873143926107795,0.7302495992672315,0.711671501896898,0.7208408679927667,0.6932651700377862,0.6960499888417764,0.6946547884187082,0.7031146454605699,0.7103325150636018,0.7067051509769093,other_living_elongated
pennate,0.3230769230769231,0.13680781758957655,0.1922196796338673,0.7692307692307693,0.749185667752443,0.759075907590759,0.6639344262295082,0.7915309446254072,0.7221396731054976,0.7086834733893558,0.8241042345276873,0.7620481927710844,other_diatom
pennate_morphotype1,0.8484848484848485,0.8,0.823529411764706,0.9428571428571428,0.9428571428571428,0.9428571428571428,0.8461538461538461,0.9428571428571428,0.8918918918918919,0.9428571428571428,0.9428571428571428,0.9428571428571428,other_diatom
pennates_on_diatoms,0.0,0.0,0.0,0.75,0.27692307692307694,0.40449438202247195,0.4177215189873418,0.5076923076923077,0.4583333333333333,0.4567901234567901,0.5692307692307692,0.5068493150684931,other_diatom
spore,0.0,0.0,0.0,0.9473684210526315,0.6428571428571429,0.7659574468085106,0.4864864864864865,0.6428571428571429,0.5538461538461539,0.6206896551724138,0.6428571428571429,0.6315789473684211,spore
