taxon,precision-native_rf,recall-native_rf,f1-native_rf,precision-mobilenet_pca50_rf,recall-mobilenet_pca50_rf,f1-mobilenet_pca50_rf,precision-mobilenet600,recall-mobilenet600,f1-mobilenet600,precision-effnetv2s,recall-effnetv2s,f1-effnetv2s,grouped
UCYNA like,0.0,0.0,0.0,0.8764044943820225,0.7027027027027027,0.78,0.7301587301587301,0.8288288288288288,0.7763713080168775,0.6097560975609756,0.9009009009009009,0.7272727272727273,Bacteria
Undellidae,0.8421052631578947,0.1553398058252427,0.26229508196721313,0.8787878787878788,0.8446601941747572,0.8613861386138614,0.8653846153846154,0.8737864077669902,0.8695652173913043,0.978494623655914,0.883495145631068,0.9285714285714286,Undellidae
Xystonellidae,1.0,0.037037037037037035,0.07142857142857142,0.6666666666666666,0.6296296296296297,0.6476190476190475,0.640625,0.7592592592592593,0.6949152542372882,0.7272727272727273,0.8888888888888888,0.7999999999999999,Xystonellidae
artefact,0.3747300215982721,0.8126463700234192,0.5129342202512934,0.9521531100478469,0.9320843091334895,0.9420118343195265,0.9344262295081968,0.9344262295081968,0.9344262295081968,0.9267734553775744,0.9484777517564403,0.9374999999999999,artefact
badfocus,1.0,0.06153846153846154,0.11594202898550725,0.6086956521739131,0.2153846153846154,0.31818181818181823,0.410958904109589,0.46153846153846156,0.43478260869565216,0.30097087378640774,0.47692307692307695,0.36904761904761907,artefact
ball_bearing_like,0.7857142857142857,0.0990990990990991,0.17600000000000002,0.6555555555555556,0.5315315315315315,0.5870646766169154,0.5369127516778524,0.7207207207207207,0.6153846153846154,0.4713375796178344,0.6666666666666666,0.5522388059701493,other_living
bubble,0.5272727272727272,0.5471698113207547,0.537037037037037,0.8412698412698413,1.0,0.9137931034482758,0.803030303030303,1.0,0.8907563025210083,0.8153846153846154,1.0,0.8983050847457628,artefact
chainlarge,1.0,0.109375,0.19718309859154928,0.8571428571428571,0.84375,0.8503937007874015,0.7916666666666666,0.890625,0.8382352941176471,0.8169014084507042,0.90625,0.8592592592592593,diatoma_chainlarge
chainthin,0.4939759036144578,0.155893536121673,0.23699421965317916,0.8431372549019608,0.8174904942965779,0.8301158301158301,0.7956989247311828,0.844106463878327,0.8191881918819187,0.825,0.8783269961977186,0.8508287292817678,diatoma_chainthin
contrasted_blob,0.6409638554216868,0.6086956521739131,0.6244131455399061,0.7209821428571429,0.7391304347826086,0.7299435028248588,0.6951501154734411,0.6887871853546911,0.6919540229885057,0.7156398104265402,0.6910755148741419,0.7031431897555297,other_living
crumple sphere,0.47058823529411764,0.09195402298850575,0.15384615384615385,0.7528089887640449,0.7701149425287356,0.7613636363636362,0.66,0.7586206896551724,0.7058823529411765,0.7446808510638298,0.8045977011494253,0.7734806629834253,other_living
cyano a,0.6277258566978193,0.7354014598540146,0.6773109243697478,0.87248322147651,0.8302919708029197,0.8508648901355774,0.8575418994413407,0.8403284671532847,0.8488479262672811,0.8945841392649904,0.843978102189781,0.8685446009389672,Bacteria
cyano b,0.8241498740554156,0.9635560463832137,0.8884174798472635,0.939247311827957,0.9646604086140254,0.9517842549713974,0.9466911764705882,0.9479109147800479,0.947300652993654,0.960440380668035,0.947358733664642,0.9538547071905116,Bacteria
dark,0.9371939736346516,0.9604361671330696,0.9486727350712482,0.9693067389620449,0.9660330020264403,0.9676671016383935,0.9706082725060827,0.9623661101997492,0.9664696191491424,0.9740650801359884,0.9676734536331179,0.9708587472165747,detritus
darkrods,0.8421052631578947,0.3779527559055118,0.5217391304347826,0.6904761904761905,0.6850393700787402,0.6877470355731226,0.518324607329843,0.7795275590551181,0.6226415094339622,0.5454545454545454,0.8031496062992126,0.6496815286624203,darkrods
darksphere,0.5851648351648352,0.83203125,0.6870967741935483,0.8509803921568627,0.84765625,0.8493150684931506,0.7418300653594772,0.88671875,0.8078291814946619,0.7450980392156863,0.890625,0.8113879003558718,darksphere
detritus,0.7965329282459119,0.8777077589602206,0.8351524804422166,0.905372583309045,0.9175856636471051,0.911438212137513,0.9293500617030028,0.8898188263095707,0.9091549295774647,0.9449138945341747,0.8698306419850335,0.9058190207639066,detritus
dinophyceae_shape,0.0,0.0,0.0,0.7027027027027027,0.65,0.6753246753246753,0.7222222222222222,0.65,0.6842105263157895,0.7333333333333333,0.825,0.776470588235294,other_living
egg<other,0.6666666666666666,0.08,0.14285714285714285,0.7619047619047619,0.64,0.6956521739130435,0.6521739130434783,0.6,0.6250000000000001,0.7407407407407407,0.8,0.7692307692307692,other_egg
fiber,0.940947940947941,0.9098422238918107,0.9251336898395722,0.9583333333333334,0.9504132231404959,0.9543568464730291,0.9699842022116903,0.9226145755071374,0.9457065845206006,0.9578313253012049,0.9556724267468069,0.9567506581421586,detritus
light,0.8545627376425855,0.6562043795620438,0.7423616845582164,0.8525780682643428,0.8569343065693431,0.8547506370586093,0.8348432055749129,0.8744525547445255,0.8541889483065953,0.7985194721596395,0.9054744525547446,0.8486403283735249,detritus
lightrods,0.7024390243902439,0.5255474452554745,0.6012526096033403,0.7941712204007286,0.7956204379562044,0.7948951686417502,0.7783505154639175,0.8266423357664233,0.8017699115044248,0.7412698412698413,0.8521897810218978,0.7928692699490661,lightrods
lightsphere,0.8073913043478261,0.9421613394216134,0.8695855771482088,0.9302093718843469,0.9467275494672754,0.9383957757103345,0.9048076923076923,0.9548452562151192,0.9291532954825968,0.91650390625,0.9523084728564181,0.9340631998009455,lightsphere
nauplii,0.4254461715601612,0.9202988792029888,0.5818897637795275,0.9303721488595438,0.9651307596513076,0.9474327628361857,0.9619289340101523,0.9439601494396015,0.9528598365807668,0.9585870889159561,0.9800747198007472,0.9692118226600985,other_Crustacea
other<living,0.8571428571428571,0.06741573033707865,0.12499999999999999,0.7333333333333333,0.3707865168539326,0.49253731343283585,0.7166666666666667,0.48314606741573035,0.5771812080536913,0.7714285714285715,0.6067415730337079,0.679245283018868,other_living
part<Ciliophora,0.0,0.0,0.0,0.85,0.7391304347826086,0.7906976744186046,0.6071428571428571,0.7391304347826086,0.6666666666666666,0.8,0.8695652173913043,0.8333333333333333,part_Ciliophora
part<Crustacea,0.35135135135135137,0.3903002309468822,0.36980306345733044,0.7131147540983607,0.8036951501154734,0.7557003257328989,0.7662037037037037,0.7644341801385681,0.7653179190751445,0.7936170212765957,0.8614318706697459,0.8261351052048727,other_Crustacea
part<Ditylum,0.9,0.04918032786885246,0.09326424870466321,0.8802395209580839,0.8032786885245902,0.84,0.842391304347826,0.8469945355191257,0.8446866485013624,0.8924731182795699,0.907103825136612,0.8997289972899729,Ditylum
part<Odontella,0.5595238095238095,0.22926829268292684,0.3252595155709343,0.8942307692307693,0.9073170731707317,0.9007263922518159,0.8873239436619719,0.9219512195121952,0.9043062200956937,0.919431279620853,0.9463414634146341,0.9326923076923076,Odontella
pennate,0.75,0.1056338028169014,0.1851851851851852,0.8307692307692308,0.7605633802816901,0.7941176470588235,0.8357142857142857,0.823943661971831,0.8297872340425531,0.927007299270073,0.8943661971830986,0.910394265232975,pennate
polar_view<Dinophyceae,0.0,0.0,0.0,0.76,0.6333333333333333,0.6909090909090909,0.5833333333333334,0.7,0.6363636363636365,0.696969696969697,0.7666666666666667,0.7301587301587302,other_living
transparent_u,0.0,0.0,0.0,0.8181818181818182,0.72,0.7659574468085107,0.7241379310344828,0.84,0.7777777777777777,0.71875,0.92,0.8070175438596492,other_living
